Predmet	Pitanje	Tip_pitanja	Odgovor_A	Odgovor_B	Odgovor_C	Odgovor_D	Odgovor_E	Odgovor_F	Tocan_odgovor	Napomena	Pregledano	Provjereno
UPS	Igrač dok igra treba razmišljati o onome što se dogodilo i što će biti na kraju utakmice.	višestruki_izbor	DA	NE					B	Prema izvorima, ovakav način razmišljanja tijekom igre bio bi kontraproduktivan za sportsku izvedbu iz sljedećih razloga: • Usmjeravanje pažnje i koncentracija: Pažnja se definira kao usredotočivanje psihičke energije na određeni objekt. Tijekom igre, sportaš mora imati usku ili široku pažnju usmjerenu na relevantne podražaje (poput lopte, suigrača ili protivnika), a razmišljanje o prošlosti ili budućem ishodu utakmice predstavlja distrakciju koja ometa taj fokus. • Fokus na proces umjesto na ishod: Razmišljanje o tome "što će biti na kraju utakmice" (cilj) može omesti instrumentalno ponašanje (trud, suradnju i pridržavanje uputa) koje je nužno za postizanje tog cilja. • Odgađanje analize: Izvori izričito savjetuju da se analiza onoga što se dogodilo na utakmici odgodi za drugi dan. Razmišljanje o pogreškama ili prošlim događajima dok utakmica još traje može izazvati negativne emocije i stres, što smanjuje učinak na terenu. • Karakteristike pozitivnog govora: Pozitivan pristup fokusira se na ono što se može učiniti sada i predlaže alternative, dok se bavljenje onime što se dogodilo (prošlost) često pretvara u suptilno optuživanje ili analizu onoga što se više ne može promijeniti. • Psihološka priprema: Jedan od ključnih ciljeva psihološke pripreme je povećanje sposobnosti koncentracije i pažnje na trenutni zadatak kako bi se postigla optimalna stabilnost i kvaliteta izvedbe. Zaključno, igrač bi tijekom igre trebao biti fokusiran isključivo na trenutne zadatke i akcije, dok analizu prošlosti i razmišljanje o krajnjem rezultatu treba ostaviti za razdoblje nakon utakmice.	TRUE	TRUE
UPS	Bolje je u utakmici biti usmjeren na zadatak nego na posljedicu.	višestruki_izbor	DA	NE					A	Usmjerenost na zadatak (proces) smatra se učinkovitijom od usmjerenosti na samu posljedicu (ishod ili rezultat) na temelju nekoliko ključnih koncepata iz izvora: • Instrumentalno ponašanje: Prema motivacijskom ciklusu, da bi se postigao cilj (posljedica), sportaš mora provoditi instrumentalno ponašanje, što uključuje marljivo treniranje, suradnju s igračima i slušanje uputa trenera. Fokus na te konkretne zadatke je ono što vodi do uspjeha. • Pažnja i koncentracija: Kvalitetna izvedba zahtijeva usmjeravanje psihičke energije na relevantne podražaje u okolini. Razmišljanje o posljedicama utakmice dok ona još traje može biti distrakcija koja odvlači pažnju s terena. • Izbjegavanje "izgaranja": Izvori upozoravaju da ako je motiv za postignućem (ishodom) previsok, sportaš može "izgorjeti u želji" da bude uspješan, što negativno utječe na učinak. • Stilovi vođenja: Učinkovit vođa je često orijentiran na zadatak, što podrazumijeva fokus na aktivnosti za ostvarivanje ciljeva i definiranje odgovornosti. Također, principijelni (asertivni) stil komunikacije usmjeren je na rješavanje problema i postizanje rezultata na učinkovit način, umjesto isključive usmjerenosti na pobjedu kao jedini cilj. • Psihološka priprema: Jedan od ciljeva mentalne pripreme je povećanje sposobnosti koncentracije i pažnje na trenutne zadatke kako bi se osigurala stabilnost i kvaliteta izvedbe. Zaključno, usmjerenost na zadatak omogućuje sportašu da ostane u trenutku i kontrolira elemente igre koji su pod njegovim utjecajem, dok pretjerana usmjerenost na posljedicu može povećati stres i anksioznost.	TRUE	TRUE
UPS	Igrač bi se trebao uspoređivati sa drugim igračima da bi napredovao.	višestruki_izbor	DA	NE					B	Iako je natjecanje sastavni dio sporta, izvori naglašavaju da stalno uspoređivanje s drugima nije najbolji put za napredak iz sljedećih razloga: • Izvor negativnih emocija: U izvorima se izričito navodi da uspoređivanje s uspješnijim kolegama može voditi do sukoba, ljubomore i frustracije. Intenzitet natjecanja sam po sebi stvara stres, a fokus na druge može povećati ljutnju i narušiti timsku kemiju. • Važnost intrinzične motivacije: Za dugoročni napredak i razvoj vještina ključni su intrinzični (unutarnji) motivi, kao što su usavršavanje novih znanja i vještina te osobni doprinos i uspjeh. Napredak bi trebao proizaći iz želje za ovladavanjem vještinom, a ne samo iz pobjede nad drugima. • Usmjerenost na zadatak, a ne na ishod: Kao što smo vidjeli u prethodnim odgovorima, bolji se učinak postiže kada je sportaš usmjeren na zadatke i proces (instrumentalno ponašanje), a ne na ishod ili društveni status u odnosu na druge. Potreba za postignućem definira se kao dostizanje ili premašivanje određenog standarda kvalitete, što može biti i osobni standard, a ne nužno pobjeda nad drugom osobom. • Individualizacija rada: Jedan od temeljnih pedagoških principa je individualni pristup. Odgojni rad i planovi treninga trebaju se bazirati na individualnim sposobnostima svakog djeteta, jer je svaki sportaš jedinstvena i neponovljiva pojava. Zaključno, umjesto uspoređivanja s drugima, sportaš bi se trebao fokusirati na vlastiti proces učenja, savladavanje motoričkih zadaća i postizanje optimalne razine samopouzdanja kroz vlastiti trud i napredak.	TRUE	TRUE
UPS	Igrači sa izraženijim motivom za izbjegavanje neuspjeha igraju bolje kad je rezultat izvjestan.	višestruki_izbor	DA	NE					A	Iako se u izvorima ova specifična rečenica ne pojavljuje u doslovnom obliku, ona je izravno povezana s konceptima motiva za postignućem i anksioznosti koji su detaljno opisani u materijalima: • Potreba za postignućem i strah od neuspjeha: Izvori definiraju potrebu za postignućem kao težnju ka dostizanju ili premašivanju određenog standarda kvalitete u situacijama natjecanja. Igrači kod kojih dominira motiv za izbjegavanje neuspjeha često doživljavaju anksioznost — negativno emocionalno stanje praćeno strahom, tremom i zabrinutošću. • Utjecaj izvjesnosti rezultata: Prema psihološkim teorijama na kojima se temelje ovi materijali (iako su u izvorima navedeni samo osnovni pojmovi), sportaši s visokim strahom od neuspjeha osjećaju manji pritisak kada je ishod utakmice izvjestan (bilo da je pobjeda sigurna ili je poraz neizbježan). U takvim situacijama rizik od osobne odgovornosti za neuspjeh je smanjen, što im omogućuje da igraju s manje mišićne tenzije i negativnog samogovora, koji su inače simptomi stresa. • Optimalno samopouzdanje: Izvori navode da je optimalna razina samopouzdanja povezana s najvišom razinom učinka. Kod igrača koji se boje neuspjeha, neizvjestan rezultat može izazvati previsoku razinu uzbuđenja i "izgaranje u želji", što narušava njihovu izvedbu. Informacija o tome da sportaši s motivom za izbjegavanje neuspjeha biraju situacije u kojima je ishod izvjestan (vrlo lake ili vrlo teške zadatke) predstavlja standardni dio sportske psihologije (Atkinsonov model), koji se nadovezuje na definicije motiva i stresa navedene u izvorima. Možete neovisno provjeriti taj specifični model radi dodatne sigurnosti.	TRUE	TRUE
UPS	Motivacijskim ciklusom objašnjava se kako dolazi do nečijeg ponašanja.	višestruki_izbor	DA	NE					A	U izvorima se izričito navodi da se motivacijskim ciklusom objašnjava kako dolazi do nekog ponašanja. Prema dostupnim materijalima, ovaj proces funkcionira na sljedeći način: • Početak ciklusa: Sve započinje zadavanjem određenog cilja, koji u sportašu budi odgovarajući motiv za njegovo ostvarenje. • Instrumentalno ponašanje: Kako bi postigao taj cilj, sportaš poduzima konkretne akcije, što se naziva instrumentalno ponašanje (npr. marljivo treniranje, suradnja s drugim igračima i slušanje trenerovih uputa). • Prepreke (barijere): Tijekom tog procesa često se pojavljuju barijere, poput ozljeda, koje sportaš mora prevladati kako bi nastavio napredovati prema cilju. Izvori definiraju motive kao uzroke ljudskog ponašanja te ističu da je nečije ponašanje u svakom trenutku određeno velikim brojem motiva koji se nalaze u međusobnim složenim odnosima. S obzirom na to da motivacija predstavlja usmjerenost, intenzitet i ustrajnost ponašanja, razumijevanje ovog ciklusa ključno je za trenera kako bi mogao učinkovito poticati sportaše na aktivnost i učenje.	TRUE	TRUE
UPS	Roditelji više smetaju nego što koriste mladom igraču.	višestruki_izbor	DA	NE					B	Iako izvori priznaju da odnos s roditeljima može biti kompliciran, oni roditelje vide kao neizostavan i koristan dio sportskog procesa, a ne kao prvenstvenu smetnju. Evo ključnih razloga temeljenih na izvorima: • Sportski trokut: Roditelji su uz trenera i sportaša jedan od tri ključna vrha "sportskog trokuta" suradnje. Navodi se da su oni "od izuzetne važnosti za uspjeh u sportu". • Uloga podrške: Roditelji su opisani kao "uzor djeci i podrška kroz svakodnevnicu". Njihov odnos s djetetom može "uvelike pozitivno doprinijeti sportskom razvoju". • Vrijedan izvor informacija: Izvori ističu da je roditelj za trenera "vrijedan izvor informacija" i da posjeduje veliku moć koju treba usmjeriti na dobrobit djeteta. • Problem je samo u "pretjeranoj uključenosti": Tek se za "pretjerano uključenog roditelja" navodi da stvara najviše poteškoća jer može biti previše zaštitnički nastrojen i ometati odnos trenera i sportaša. To se, dakle, odnosi na specifičan tip ponašanja, a ne na roditelje općenito. • Cilj je suradnja, a ne eliminacija: Zaključak izvora je da treba održavati otvorenu komunikaciju u odnosu trener–roditelj kako bi se spriječili negativni utjecaji, što potvrđuje da se roditelji smatraju partnerima u razvoju mladog sportaša. Stoga je tvrdnja da roditelji "više smetaju nego što koriste" u suprotnosti s pedagoškim modelom suradnje i važnosti koju izvori pridaju roditeljima kao potpori.	TRUE	TRUE
UPS	Dijete je „Čovjek u malom“.	višestruki_izbor	DA	NE					B	Prema izvorima, tvrdnja da je dijete „čovjek u malom“ predstavlja zastarjelo shvaćanje koje je moderna znanost odbacila: • Napuštena pretpostavka: U izvorima se izričito navodi da se nekada vjerovalo da je „dijete čovjek u malome“, ali su danas takve pretpostavke napuštene. • Osnovne razlike u ličnosti: Izvori ističu da postoje temeljne razlike u ličnosti između odraslog čovjeka i djeteta. Te se razlike očituju u:     ◦ mehanizmima kontrole agresivnosti,     ◦ načinu reagiranja na frustracije,     ◦ sposobnosti razumijevanja,     ◦ razini samostalnosti. • Specifičnosti razvoja: Razvoj djeteta prati se kroz različita životna razdoblja (srednje i kasno djetinjstvo, pubertet, adolescencija), od kojih svako ima svoje kognitivne i emocionalne specifičnosti, poput prijelaza iz faze konkretnih u fazu formalnih operacija. Dakle, suvremena razvojna psihologija, na koju se izvori pozivaju, dijete promatra kao biće u razvoju s vlastitim specifičnostima, a ne kao umanjenu verziju odrasle osobe.	TRUE	TRUE
UPS	Nasljeđe je najbitnije kod razvoja djeteta.	višestruki_izbor	DA	NE					B	Ponuđena tvrdnja da je nasljeđe najbitnije za razvoj djeteta zastarjelo je shvaćanje koje izvori opovrgavaju na sljedeći način: • Napuštene pretpostavke: U izvorima se izričito navodi da su pretpostavke poput one da je "nasljeđe mnogo važnije od okoline u formiranju ličnosti" danas u potpunosti napuštene. • Povijesni kontekst (Pedagoški pesimizam): Shvaćanje da je čovjek isključivo produkt nasljeđa (nativizam) bilo je karakteristično za 19. stoljeće, kada se vjerovalo da djeca nasljeđuju čak i "grijehe svojih predaka", što se naziva pedagoškim pesimizmom. • Teorija konvergencije: Psiholog W. Stern postavio je teoriju prema kojoj na razvoj utječu i nasljeđe i okolina zajedno. • Suvremeno shvaćanje (Formula razvoja): Prema modernoj znanosti, razvoj djeteta (R) rezultat je interakcije triju ključnih čimbenika: nasljeđa (N), okoline (O) i aktivnosti samog pojedinca (JA). • Dokazi iz prakse:     ◦ Primjer djeteta (Donalda) i majmuna (Gua) koji su odgajani zajedno pokazuje da samo odgoj nije dovoljan ako ne postoji ljudsko nasljeđe (majmun nije progovorio).     ◦ S druge strane, primjer "djece vukova" (Amala i Kamala) pokazuje da samo nasljeđe nije dovoljno ako izostane ljudska okolina i odgoj (djeca nisu mogla uspravno hodati niti govoriti). Zaključno, razvoj je kompleksan proces u kojem niti jedan čimbenik nije "najbitniji" sam za sebe, već djeluju u stalnoj međusobnoj povezanosti.	TRUE	TRUE
UPS	Igrač osjeća veći pritisak ako nešto mora nego ako nešto želi postići.	višestruki_izbor	DA	NE					A	Ova tvrdnja temelji se na razlikovanju između unutarnje motivacije i vanjskih pritisaka koji su opisani u izvorima: • Ekstrinzični (vanjski) motivi vs. Intrinzični (unutarnji) motivi: Izvori dijele motive na ekstrinzične, poput nagrada, pobjeda ili želje da se razvesele drugi, te na intrinzične, koji uključuju uživanje u igri i osobni doprinos. Kada igrač osjeća da nešto "mora", on je pod utjecajem vanjskih faktora i očekivanja okoline, što se u psihologiji sporta izravno povezuje s povećanim pritiskom. • Definicija stresa: Stres se u izvorima definira kao stanje neravnoteže koje nastaje uslijed percipiranog zahtjeva okoline. Osjećaj da se nešto "mora" predstavlja upravo takav zahtjev (percipirani pritisak), koji može izazvati simptome poput anksioznosti, negativnog samogovora i povećane mišićne tenzije. • Micanje pritiska: Upute za komunikaciju prije natjecanja izričito navode da je jedna od zadaća trenera "micanje pritiska" i ohrabrivanje. To se postiže fokusiranjem na ono što igrač može i želi (pozitivan govor i ohrabrenje), umjesto na obveze i imperativ pobjede (negativan govor koji suptilno optužuje). • Izgaranje u želji: Iako visoka želja ("želi postići") može dovesti do toga da igrač "izgori u želji" ako je motivacija previsoka, izvori sugeriraju da je taj osjećaj ipak različit od nametnutog pritiska ("mora") koji narušava funkcionalnost i izaziva anksioznost. Dakle, prema izvorima, osjećaj "moranja" je ekstrinzični zahtjev koji pojačava pritisak i stres, dok je "želja za postizanjem" povezana s unutarnjom motivacijom koja je pedagoški poželjnija za stabilnost i kvalitetu izvedbe.	TRUE	TRUE
UPS	Trener potiče igrače da uživaju u igri i kad je rezultat već izvjestan.	višestruki_izbor	DA	NE					A	Ovaj pristup trenera temelji se na pedagoškim i psihološkim načelima opisanim u izvorima: • Intrinzična (unutarnja) motivacija: U izvorima se "uzbuđenje i uživanje u igri" navodi kao jedan od ključnih intrinzičnih motiva bavljenja sportom kod djece. Poticanje na uživanje u igri, bez obzira na trenutačni rezultat, pomaže u održavanju te unutarnje želje za bavljenjem sportom, što je dugoročno važnije od vanjskih nagrada ili same pobjede. • Uloga trenera kao pedagoga: Dobar trener je opisan kao pedagog i odgajatelj koji stvara i održava radnu atmosferu te je motivator na aktivnost i učenje. Njegova uloga nije samo postizanje rezultata, već i promicanje pozitivnog iskustva sportaša. • Duh Fair Playa: Fair play se definira kao koncept koji osigurava da se sudionici natječu s integritetom, ne samo kroz rezultate, nego i kroz način na koji se igra. Poticanje uživanja u samoj igri čak i kada je ishod jasan (rezultat izvjestan) promiče sportske vrijednosti i poštovanje prema samom sportu, a ne samo prema pobjedi. • Smanjenje pritiska: Usmjeravanjem na uživanje, trener primjenjuje smjernicu "micanja pritiska". To sprječava da igrači postanu tjeskobni ili da "izgore u želji" za ishodom, fokusirajući ih umjesto toga na proces i pozitivno emocionalno stanje. Zaključno, poticanje na uživanje u igri neovisno o rezultatu ključno je za izgradnju ličnosti sportaša i promicanje sportske kulture.	TRUE	TRUE
UPS	Demokratski stil vođenja je najbolji kad imamo dosta vremena.	višestruki_izbor	DA	NE					A	U izvorima se navodi da odabir stila vođenja ovisi o specifičnoj situaciji u kojoj se ekipa nalazi: • Demokratski stil: Izričito se navodi da je ovaj stil bolji "kad su igrači složni i ima dovoljno vremena za provođenje ciljeva". Karakteriziraju ga dvosmjerna komunikacija, traženje mišljenja sportaša i naglasak na pojedincu kao aktivnom sudioniku, što zahtijeva više vremena za interakciju i odlučivanje. • Autoritarni (direktivni) stil: Za razliku od demokratskog, ovaj je stil učinkovitiji u situacijama gdje je "kratak vremenski rok i nesigurna situacija" (poput krize rezultata). U ovom stilu trener donosi sve odluke sam, a komunikacija je jednosmjerna. Dakle, dostupno vrijeme jedan je od ključnih faktora koji određuju prednost demokratskog stila vođenja nad ostalima.	TRUE	TRUE
UPS	Svi treneri i igrači moraju biti pobjednici ako se uspoređuju sami sa sobom.	višestruki_izbor	DA	NE					A	Ova tvrdnja proizlazi iz pedagoških i psiholoških načela usmjerenih na individualni razvoj i unutarnju motivaciju, što se u izvorima potkrepljuje sljedećim argumentima: • Izbjegavanje negativnih učinaka uspoređivanja: Izvori navode da uspoređivanje s uspješnijim kolegama može voditi do sukoba, ljubomore i frustracije. Umjesto toga, fokus na vlastiti napredak štiti timsku kemiju i mentalno zdravlje sportaša. • Intrinzična motivacija: Među najvažnije intrinzične (unutarnje) motive bavljenja sportom ubrajaju se usavršavanje novih znanja i vještina te osobni doprinos i uspjeh. Kada je mjerilo uspjeha vlastiti trud i napredak, svaki sportaš može doživjeti uspjeh (biti "pobjednik") neovisno o krajnjem rezultatu na semaforu. • Individualizacija odgojnog rada: Budući da je svaki čovjek jedinstvena i neponovljiva pojava, odgojitelj i trener moraju polaziti od te činjenice i primjenjivati individualizaciju rada. To znači da se ciljevi postavljaju prema trenutnim mogućnostima pojedinca, a njihovo ostvarenje predstavlja pobjedu nad samim sobom. • Ciljevi psihološke pripreme: Među osnovne podciljeve mentalne pripreme ubrajaju se povećanje samopoštovanja i samopouzdanja te optimalizacija osobne motivacije. Ti se ciljevi lakše postižu ako se sportaš fokusira na elemente izvedbe koje može kontrolirati, odnosno na vlastiti rast i razvoj. • Fair play i integritet: Duh fair playa nalaže da se sudionici natječu s integritetom, ne samo kroz rezultate, nego i kroz način na koji se igra. Pobjeda nad samim sobom kroz poštenje i odgovornost smatra se vrhunskim sportskim postignućem. Zaključno, pobjeda se u suvremenoj didaktici i psihologiji sporta ne definira isključivo kao trijumf nad protivnikom, već kao ostvarenje vlastitih potencijala i savladavanje osobnih izazova.	TRUE	TRUE
